order_id,date,product_id,quantity,unit_price,customer_id,region,product_name,category,supplier,customer_name,age,gender,city,total_sales,year,month,age_group
O001209,2024-12-23,P00032,9,370.85,C01590,West,Season,Electronics,"Shaw, Berry and Gregory",Brady Daniels,18,Male,Erinshire,3337.65,2024,12,26-35
O001210,2023-10-26,P00016,2,61.41,C00966,West,Help,Clothing,Rogers-Woodward,Kyle Warren,45,Male,North Mark,122.82,2023,10,56-65
O001211,2024-06-07,P00215,4,21.54,C01396,South,Protect,Books,Wood-Johnson,Edward Kline,67,Female,Moranfurt,86.16,2024,6,
O001212,2023-06-25,P00482,2,258.39,C00242,North,Where,Books,Wilson-Cross,Alexander Hall,56,Male,Lake Michellefurt,516.78,2023,6,66+
O001213,2024-02-16,P00140,5,21.5,C01928,West,Authority,Home,Hinton Group,Alexandra Murray,28,Female,Danahaven,107.5,2024,2,36-45
O001214,2024-03-15,P00487,6,366.0,C01439,East,Science,Clothing,"Sanchez, Fischer and Carter",John Beasley,39,Other,Anthonyton,2196.0,2024,3,46-55
O001215,2025-05-08,P00487,8,263.37,C00691,East,Science,Clothing,"Sanchez, Fischer and Carter",Terry Owens,25,Male,New Kylemouth,2106.96,2025,5,36-45
O001216,2024-03-24,P00146,2,237.65,C00998,South,Citizen,Home,"Estrada, Armstrong and Robinson",Jessica Wright,49,Female,Lake Vernon,475.3,2024,3,56-65
O001217,2023-05-30,P00285,7,166.29,C00881,West,Democrat,Electronics,Rodriguez-Hoffman,Walter Owens,35,Female,West Sarah,1164.03,2023,5,46-55
O001218,2023-11-09,P00300,8,318.24,C01316,West,Reduce,Toys,Martinez-Wilson,Jill Bryant,42,Male,New Jennifer,2545.92,2023,11,46-55
O001219,2023-07-05,P00128,2,434.1,C01994,North,Parent,Beauty,"Hall, Thomas and Gibson",David Kennedy,27,Other,Meghantown,868.2,2023,7,36-45
O001220,2024-02-22,P00277,8,418.7,C01375,South,Many,Clothing,"Harris, Crawford and Scott",Dylan Torres,68,Other,East Michaelport,3349.6,2024,2,
O001221,2024-10-03,P00365,1,72.4,C00563,South,See,Electronics,Thomas PLC,Patrick Schwartz,67,Other,Hensonborough,72.4,2024,10,
O001222,2023-09-11,P00037,6,303.34,C01674,West,Force,Books,Cooper-Haley,Jasmin Castro,43,Other,Petersonhaven,1820.04,2023,9,46-55
O001223,2024-05-22,P00265,5,199.14,C00943,North,Most,Toys,Snyder LLC,Keith Johnson,54,Other,West Nicoleton,995.6999999999999,2024,5,56-65
O001224,2025-02-15,P00304,9,195.87,C01749,East,Responsibility,Toys,Martinez-Wilson,Alan Romero,53,Male,New Jennifer,1762.83,2025,2,56-65
O001225,2024-12-03,P00262,5,107.67,C00671,North,Least,Home,Garcia Group,Emily Flynn,36,Male,Lake Jennifer,538.35,2024,12,46-55
O001226,2024-07-02,P00031,5,397.89,C01219,East,No,Books,Parker PLC,Amanda Washington,28,Female,New Elizabeth,1989.4499999999998,2024,7,36-45
O001227,2023-07-25,P00189,1,336.14,C01694,South,Government,Clothing,Watson-Lee,Christina Hudson,55,Female,Sarahmouth,336.14,2023,7,66+
O001228,2024-11-11,P00436,2,439.33,C00059,West,Decide,Clothing,Hinton LLC,Lindsey Martin,44,Female,Port Leslie,878.66,2024,11,46-55
O001229,2024-07-04,P00176,1,104.03,C00063,South,Recent,Beauty,"Murray, Watson and Reyes",Nicole Gonzalez,23,Male,New Alexandra,104.03,2024,7,26-35
O001230,2024-12-31,P00308,7,133.97,C01620,North,Two,Toys,Rodriguez-Hoffman,Tabitha Richards,29,Male,South Tylermouth,937.79,2024,12,36-45
O001231,2023-07-24,P00003,1,333.01,C00094,West,Son,Electronics,"Sanchez, Fischer and Carter",Kelly Franklin,29,Other,Veronicaborough,333.01,2023,7,36-45
O001232,2025-04-04,P00213,8,106.12,C01855,North,Technology,Toys,"Santiago, Harris and Lynch",Leonard Rice,68,Male,Lake Kenneth,848.96,2025,4,
O001233,2024-05-16,P00345,8,23.69,C01727,East,Cause,Electronics,Robbins-Roman,Cheryl Blankenship,65,Female,Adamborough,189.52,2024,5,
O001234,2024-06-17,P00493,1,65.32,C01294,South,Weight,Toys,Rodriguez-Hoffman,Christopher Schneider DDS,28,Other,New Jennifer,65.32,2024,6,36-45
O001235,2024-02-14,P00398,9,16.75,C01531,North,Miss,Electronics,Leach Group,Michael Smith,62,Other,West Allisonburgh,150.75,2024,2,66+
O001236,2024-05-07,P00191,1,232.29,C00230,East,Customer,Toys,"Carpenter, Moore and Hurst",Jennifer Aguilar,59,Female,Philipberg,232.29,2024,5,66+
O001237,2024-09-26,P00340,9,26.65,C00542,West,Your,Books,Garcia Group,Colleen Fitzpatrick,34,Female,Trevorton,239.85,2024,9,36-45
O001238,2023-05-24,P00034,5,224.54,C01136,West,Play,Books,Bennett LLC,Jeffrey Miles,21,Female,Francisfurt,1122.7,2023,5,26-35
O001239,2023-09-10,P00295,7,404.35,C00776,South,Enough,Clothing,Hinton LLC,Eric Thomas,56,Male,New Kylemouth,2830.4500000000003,2023,9,66+
O001240,2025-03-01,P00477,3,499.86,C01542,South,Forward,Clothing,"Klein, Robinson and Miller",Tina Pruitt,21,Male,Port Daniel,1499.58,2025,3,26-35
O001241,2024-06-20,P00081,4,249.89,C01439,East,Goal,Beauty,Barton-Cruz,John Beasley,39,Other,Anthonyton,999.56,2024,6,46-55
O001242,2023-09-24,P00276,9,442.39,C01135,East,Sign,Clothing,Hinton Group,Martin Lester,34,Male,Troyfurt,3981.5099999999998,2023,9,36-45
O001243,2025-04-17,P00165,5,23.47,C01316,West,Time,Home,Johnson and Sons,Jill Bryant,42,Male,New Jennifer,117.35,2025,4,46-55
O001244,2024-04-12,P00272,1,461.76,C01479,East,Decision,Toys,"Stone, West and Burns",Roy Woods,47,Male,Salazarchester,461.76,2024,4,56-65
O001245,2023-10-16,P00166,7,380.1,C00318,North,Dinner,Electronics,Frank Ltd,Sandra Ray,59,Male,New Elizabeth,2660.7000000000003,2023,10,66+
O001246,2024-11-02,P00119,8,453.12,C00226,South,Officer,Books,Lloyd-Stark,Seth Stanley,50,Female,Hebertburgh,3624.96,2024,11,56-65
O001247,2024-05-30,P00359,2,408.39,C00890,North,Collection,Beauty,"Klein, Robinson and Miller",Elizabeth Baker,67,Other,Troyfurt,816.78,2024,5,
O001248,2023-08-20,P00267,2,195.05,C00309,North,Among,Beauty,"King, Gomez and Martinez",Stacey Edwards,65,Other,West Matthewfurt,390.1,2023,8,
O001249,2024-04-04,P00234,3,266.12,C01556,East,Business,Home,Johnson and Sons,Denise Ponce,56,Female,Franciscoberg,798.36,2024,4,66+
O001250,2023-12-26,P00308,4,422.84,C01438,South,Two,Toys,Rodriguez-Hoffman,Edward Cooper,61,Male,North Ashlee,1691.36,2023,12,66+
O001251,2025-04-05,P00148,4,102.33,C01341,South,American,Electronics,Livingston-Walls,Brian Guzman,63,Female,Baileyfurt,409.32,2025,4,66+
O001252,2024-06-04,P00182,1,76.92,C01411,East,Beautiful,Electronics,Morgan PLC,Amy Daniels,32,Male,South Richardmouth,76.92,2024,6,36-45
O001253,2023-06-25,P00426,8,408.84,C00831,North,Able,Electronics,Watson-Lee,Gina Sharp,32,Female,Justinborough,3270.72,2023,6,36-45
O001254,2025-01-24,P00379,9,362.31,C01124,South,Security,Clothing,"Lucero, Martinez and Dalton",Leslie Douglas,19,Female,East Kennethport,3260.79,2025,1,26-35
O001255,2024-05-05,P00491,5,417.26,C00159,East,Seem,Beauty,Morgan-Richardson,Kelly Miller,59,Male,New Bradley,2086.3,2024,5,66+
O001256,2023-09-13,P00266,8,200.05,C01464,North,Manage,Electronics,"Hall, Thomas and Gibson",Jon Underwood,22,Male,South Joel,1600.4,2023,9,26-35
O001257,2023-10-02,P00462,2,116.61,C01540,North,Rather,Electronics,Bennett LLC,David Smith,45,Male,South Tracy,233.22,2023,10,56-65
O001258,2025-02-26,P00074,2,221.73,C00275,East,Relate,Beauty,Thomas-Wu,Tracy Ellis,24,Male,Erinshire,443.46,2025,2,26-35
O001259,2024-05-20,P00158,6,405.11,C01095,South,Third,Toys,Morton and Sons,Carlos Lee,28,Female,Brandiberg,2430.66,2024,5,36-45
O001260,2023-07-03,P00066,3,148.42,C01157,East,Address,Clothing,Williams and Sons,Anthony Everett,38,Other,Philipberg,445.26,2023,7,46-55
O001261,2023-08-18,P00380,7,106.14,C00313,West,Any,Books,Morton and Sons,Jennifer Castro,64,Other,Anthonyton,742.98,2023,8,66+
O001262,2024-03-03,P00374,5,60.81,C01766,East,Science,Beauty,Wood-Johnson,Stephanie Park,62,Male,South Michelle,304.05,2024,3,66+
O001263,2024-07-27,P00312,1,108.03,C01832,South,Range,Beauty,"Hale, Fisher and Torres",Jessica Torres,68,Other,Justinchester,108.03,2024,7,
O001264,2025-04-10,P00084,1,154.28,C00699,West,Gas,Beauty,"Reed, Reyes and Frank",Ryan Brown,45,Female,West Sarah,154.28,2025,4,56-65
O001265,2025-04-10,P00097,4,410.11,C00814,West,Line,Books,Atkins-Owen,Andrea Rodriguez,56,Male,Archertown,1640.44,2025,4,66+
O001266,2023-08-01,P00419,3,330.1,C00773,South,Key,Books,Johnson Group,Sara Gonzalez,50,Other,New Williamstad,990.3000000000001,2023,8,56-65
O001267,2023-10-29,P00059,4,354.69,C01226,West,Near,Clothing,Lloyd-Stark,Jessica Dorsey,39,Female,South Stephanieburgh,1418.76,2023,10,46-55
O001268,2025-03-15,P00159,2,363.52,C00933,East,Season,Electronics,"Williams, Gould and Lewis",Sarah Ferrell,43,Female,Franciscoberg,727.04,2025,3,46-55
O001269,2024-03-21,P00438,9,125.5,C01023,East,Five,Clothing,"Lucero, Martinez and Dalton",Benjamin Perez MD,61,Male,New Elizabeth,1129.5,2024,3,66+
O001270,2024-12-21,P00293,7,88.59,C00788,North,Guess,Clothing,"Nolan, Meyers and Johnson",Dawn Cannon,39,Male,Smithhaven,620.13,2024,12,46-55
O001271,2024-05-26,P00411,7,98.69,C01944,South,Property,Electronics,Johnson and Sons,David Salazar,55,Female,New Jasonstad,690.8299999999999,2024,5,66+
O001272,2023-12-27,P00169,1,99.38,C01085,North,Perform,Beauty,Rodriguez-Brown,Mark Reyes,53,Male,North Paulview,99.38,2023,12,56-65
O001273,2024-09-25,P00129,9,28.02,C01431,East,Effort,Clothing,"Nolan, Meyers and Johnson",Kimberly Anderson,36,Male,West Blaketown,252.18,2024,9,46-55
O001274,2023-12-29,P00402,2,326.81,C00336,North,Manage,Beauty,"Smith, Miller and Jones",Gregory Waters,69,Male,Lynnfurt,653.62,2023,12,
O001275,2024-06-21,P00315,3,359.13,C01310,North,Third,Clothing,Barton-Cruz,Steven Garcia,47,Female,West Christopher,1077.3899999999999,2024,6,56-65
O001276,2023-08-11,P00480,3,347.84,C01778,South,Writer,Clothing,Wells-Randall,Justin Webb,58,Female,Adamborough,1043.52,2023,8,66+
O001277,2023-07-03,P00472,9,279.82,C01308,East,Amount,Books,Atkins-Owen,Joshua Wilson,54,Other,Port Donna,2518.38,2023,7,56-65
O001278,2024-11-18,P00033,9,461.86,C01006,North,Take,Clothing,Petersen-Olson,Destiny Torres,23,Other,South Kariport,4156.74,2024,11,26-35
O001279,2024-04-13,P00018,1,378.15,C00361,North,Wait,Clothing,Fuentes Inc,Michelle Davis,60,Male,Jacobborough,378.15,2024,4,66+
O001280,2024-04-02,P00456,9,75.28,C01872,South,Training,Books,Evans-Butler,Jacob Torres,41,Other,Port James,677.52,2024,4,46-55
O001281,2024-10-28,P00264,8,499.83,C01687,East,Ask,Clothing,Cooper-Haley,Shelly Fleming,27,Female,Carlton,3998.64,2024,10,36-45
O001282,2024-12-08,P00375,8,406.16,C01814,South,Out,Toys,Navarro Inc,Kaitlyn Olson,64,Female,South Jasmine,3249.28,2024,12,66+
O001283,2025-01-30,P00438,5,341.53,C00669,North,Five,Clothing,"Lucero, Martinez and Dalton",Joseph Rice,37,Other,East Cheryl,1707.6499999999999,2025,1,46-55
O001284,2024-02-27,P00145,7,359.95,C00559,East,Under,Books,Watson-Lee,Susan Allen,47,Other,Richardberg,2519.65,2024,2,56-65
O001285,2023-10-03,P00128,1,65.74,C01681,North,Parent,Beauty,"Hall, Thomas and Gibson",Russell Hill,23,Female,Hebertburgh,65.74,2023,10,26-35
O001286,2023-08-26,P00363,2,265.73,C01088,North,Line,Home,Holden LLC,Lacey Payne,57,Female,Lake Mistyport,531.46,2023,8,66+
O001287,2024-02-05,P00031,8,372.35,C00057,West,No,Books,Parker PLC,Alyssa Fisher,44,Other,East William,2978.8,2024,2,46-55
O001288,2025-04-28,P00287,3,346.81,C00907,South,Article,Books,Foster-Kelley,Christopher Ward,21,Other,North Leslie,1040.43,2025,4,26-35
O001289,2023-07-06,P00419,5,89.42,C00102,South,Key,Books,Johnson Group,Caitlin Phelps,18,Other,New Kristenville,447.1,2023,7,26-35
O001290,2025-04-11,P00410,2,472.34,C01291,South,Official,Clothing,"Henderson, Boyd and Shelton",Jeffery Tran,69,Female,Crystaltown,944.68,2025,4,
O001291,2023-05-23,P00339,1,246.28,C00241,East,Performance,Electronics,Turner Group,Charles Arnold,47,Male,Kellyport,246.28,2023,5,56-65
O001292,2023-11-27,P00202,6,396.88,C00741,North,Go,Electronics,"Stone, West and Burns",Diana Lamb,31,Other,Moranfurt,2381.2799999999997,2023,11,36-45
O001293,2024-10-24,P00467,8,458.92,C01078,East,Clear,Books,Cooper-Haley,Anne Hernandez,34,Male,Lambfort,3671.36,2024,10,36-45
O001294,2024-10-28,P00149,2,156.16,C01346,West,Thousand,Beauty,"Waters, Reynolds and Howard",Michael Sanchez,47,Male,Lambfort,312.32,2024,10,56-65
O001295,2023-11-01,P00186,5,128.11,C01556,North,Message,Clothing,Ellis-Garcia,Denise Ponce,56,Female,Franciscoberg,640.5500000000001,2023,11,66+
O001296,2024-01-08,P00205,3,66.26,C01124,South,Assume,Home,Wilson-Cross,Leslie Douglas,19,Female,East Kennethport,198.78000000000003,2024,1,26-35
O001297,2023-07-13,P00272,1,41.58,C01657,North,Decision,Toys,"Stone, West and Burns",Susan Nguyen,57,Female,Mccallberg,41.58,2023,7,66+
O001298,2025-01-25,P00214,4,458.27,C00534,East,Painting,Electronics,"Nolan, Meyers and Johnson",Cassidy Pena,20,Female,New Randy,1833.08,2025,1,26-35
O001299,2023-08-29,P00171,1,46.2,C00397,North,Kind,Electronics,Winters Inc,Juan Jones,31,Other,East Coreyberg,46.2,2023,8,36-45
O001300,2025-05-02,P00167,9,428.94,C00524,West,Want,Beauty,Brown-Johnson,Michael Reynolds,37,Other,Williamsburgh,3860.46,2025,5,46-55
O001301,2024-10-08,P00406,2,380.62,C01578,East,Type,Home,Lawson-Hall,Zachary Beasley,41,Other,Carpenterfort,761.24,2024,10,46-55
O001302,2023-10-26,P00140,1,473.22,C00139,East,Authority,Home,Hinton Group,Christopher Young,26,Other,Hernandezberg,473.22,2023,10,36-45
O001303,2024-06-03,P00243,3,12.94,C01754,East,Develop,Books,"Murray, Watson and Reyes",Jordan Jacobson,53,Other,South Rickychester,38.82,2024,6,56-65
O001304,2024-03-19,P00326,7,349.62,C00497,North,Single,Books,Rodriguez-Brown,David Reyes,53,Female,East Coreyberg,2447.34,2024,3,56-65
O001305,2023-06-19,P00086,5,428.93,C01211,West,Truth,Electronics,Lawson-Hall,James Kane,27,Female,Palmermouth,2144.65,2023,6,36-45
O001306,2025-05-07,P00119,8,282.29,C01419,West,Officer,Books,Lloyd-Stark,Jordan Barajas,24,Other,Janetland,2258.32,2025,5,26-35
O001307,2023-12-14,P00471,7,356.59,C00445,West,And,Beauty,Navarro Inc,Meghan Perkins,37,Other,South Richardmouth,2496.1299999999997,2023,12,46-55
O001308,2023-05-14,P00108,3,402.07,C01495,South,Film,Home,Brown-Perry,Benjamin Anderson,44,Female,West Raymondshire,1206.21,2023,5,46-55
O001309,2024-12-24,P00475,3,187.24,C00732,North,Event,Beauty,"Shaw, Berry and Gregory",Martha Lee,43,Female,East Brycechester,561.72,2024,12,46-55
O001310,2025-03-18,P00402,1,493.87,C00119,East,Manage,Beauty,"Smith, Miller and Jones",Richard Morales,32,Other,North Anitaview,493.87,2025,3,36-45
O001311,2023-07-05,P00457,4,458.74,C00626,West,Establish,Home,Jones and Sons,Jacob Rivera,67,Other,Brandiberg,1834.96,2023,7,
O001312,2024-12-29,P00274,8,144.64,C00816,East,Her,Electronics,"Harris, Crawford and Scott",Theresa Estes,49,Female,Millermouth,1157.12,2024,12,56-65
O001313,2024-08-14,P00150,4,225.06,C01138,North,Be,Electronics,Bass-Bolton,Amber Bennett,24,Male,Tracyport,900.24,2024,8,26-35
O001314,2024-04-03,P00308,4,76.53,C01685,South,Two,Toys,Rodriguez-Hoffman,Samantha Harris,24,Male,New Jennifer,306.12,2024,4,26-35
O001315,2025-03-14,P00259,4,157.79,C00409,North,Radio,Clothing,Jones and Sons,Barbara Nunez,36,Male,Anthonyton,631.16,2025,3,46-55
O001316,2024-08-12,P00059,2,104.86,C00680,West,Near,Clothing,Lloyd-Stark,Meghan Richardson,31,Other,New Elizabeth,209.72,2024,8,36-45
O001317,2023-06-30,P00496,9,393.22,C01233,East,Learn,Clothing,Marsh PLC,Olivia Powers,18,Other,New Jennifer,3538.9800000000005,2023,6,26-35
O001318,2024-02-28,P00443,1,402.63,C01316,South,Maybe,Toys,Turner Group,Jill Bryant,42,Male,New Jennifer,402.63,2024,2,46-55
O001319,2024-06-21,P00049,4,54.3,C01829,East,Leader,Home,Smith PLC,Patrick Ochoa,68,Male,Franciscoberg,217.2,2024,6,
O001320,2024-07-13,P00497,4,159.33,C00023,North,Hotel,Electronics,"Phillips, Sweeney and Mullen",Gregory Thompson,24,Female,Lynnfurt,637.32,2024,7,26-35
O001321,2024-07-07,P00042,7,477.27,C00955,West,To,Electronics,"Johnson, Bailey and Smith",Zachary Allen,30,Female,Petersonhaven,3340.89,2024,7,36-45
O001322,2023-06-12,P00286,1,484.03,C00689,South,Speak,Clothing,"Lucero, Martinez and Dalton",George Powell,57,Other,South Rickychester,484.03,2023,6,66+
O001323,2025-01-29,P00218,7,283.49,C01864,West,Nor,Home,Brown-Davidson,Michael Clark,26,Male,Palmermouth,1984.43,2025,1,36-45
O001324,2024-11-21,P00468,9,450.51,C01823,South,Family,Books,Cooper-Haley,Linda Martinez,42,Male,Wardton,4054.59,2024,11,46-55
O001325,2024-08-27,P00353,3,88.79,C01948,North,Be,Beauty,Martinez-Wilson,Melissa Perez,68,Male,Port James,266.37,2024,8,
O001326,2023-06-30,P00077,5,472.77,C00506,East,Population,Beauty,Thomas PLC,Michele Lowe,43,Other,North Chadview,2363.85,2023,6,46-55
O001327,2025-01-11,P00050,9,74.77,C00785,South,Four,Electronics,Jenkins-Carr,Brittany Martin,33,Other,South Jeffrey,672.93,2025,1,36-45
O001328,2024-12-18,P00176,1,340.76,C00301,North,Recent,Beauty,"Murray, Watson and Reyes",Melissa Hess,47,Other,North Mark,340.76,2024,12,56-65
O001329,2023-08-06,P00118,6,224.98,C01611,North,Player,Home,Jordan-Butler,Victor Mckee,32,Female,Fosterville,1349.8799999999999,2023,8,36-45
O001330,2023-10-05,P00039,7,400.92,C01223,West,Show,Clothing,"Smith, Miller and Jones",Kimberly Fry,42,Female,Maloneshire,2806.44,2023,10,46-55
O001331,2023-06-27,P00301,9,103.44,C01784,North,Continue,Toys,"Bennett, Villegas and Fowler",Gregory Davila,45,Male,South Richardmouth,930.96,2023,6,56-65
O001332,2024-10-27,P00082,9,312.6,C00936,West,Either,Books,Petersen-Olson,Sarah Snyder,68,Male,Carlton,2813.4,2024,10,
O001333,2024-03-25,P00384,3,214.26,C01081,East,Event,Home,Rodriguez-Brown,Kelly Vance,68,Other,Adamborough,642.78,2024,3,
O001334,2024-11-17,P00158,9,216.24,C00087,North,Third,Toys,Morton and Sons,Ricky Smith,43,Male,Davisport,1946.16,2024,11,46-55
O001335,2024-08-24,P00325,9,273.64,C01184,North,Government,Beauty,Navarro Inc,Diane Weiss,39,Male,Mccallberg,2462.7599999999998,2024,8,46-55
O001336,2024-08-01,P00407,4,153.17,C01150,South,Task,Clothing,Wells-Randall,Sarah Whitney,34,Male,North Ana,612.68,2024,8,36-45
O001337,2024-12-02,P00207,4,456.8,C00348,East,Stay,Books,Petersen-Olson,Mrs. Janice Roberts DVM,47,Female,Adamborough,1827.2,2024,12,56-65
O001338,2024-07-30,P00165,8,495.63,C01189,West,Time,Home,Johnson and Sons,Amber Hernandez,43,Other,East William,3965.04,2024,7,46-55
O001339,2024-12-19,P00178,5,304.35,C00953,South,School,Clothing,Rodriguez-Hoffman,Ronald Cooper,52,Male,New Jennifer,1521.75,2024,12,56-65
O001340,2025-02-07,P00465,6,294.72,C01064,West,Building,Toys,"Mcdonald, Chen and Morgan",Donald Mclaughlin,46,Female,West Robert,1768.3200000000002,2025,2,56-65
O001341,2023-06-08,P00080,8,448.89,C00061,North,Trip,Beauty,Johnson and Sons,Diane Gordon DVM,47,Male,Rowefurt,3591.12,2023,6,56-65
O001342,2025-03-26,P00416,6,198.53,C01039,East,Administration,Electronics,Winters Inc,Daniel Leon,65,Other,Carpenterfort,1191.18,2025,3,
O001343,2024-03-17,P00402,5,148.39,C01060,West,Manage,Beauty,"Smith, Miller and Jones",Jeffrey Cole,20,Male,Trevorton,741.9499999999999,2024,3,26-35
O001344,2024-01-11,P00065,5,81.47,C00442,West,Whole,Clothing,Rodriguez-Brown,Melinda Lawrence,65,Female,Amandaville,407.35,2024,1,
O001345,2024-08-06,P00016,5,361.27,C01595,South,Help,Clothing,Rogers-Woodward,David Garcia,49,Male,South Michelle,1806.35,2024,8,56-65
O001346,2024-11-05,P00451,3,414.23,C01057,East,White,Beauty,Alvarado-Callahan,James Davis,31,Female,North Anitaview,1242.69,2024,11,36-45
O001347,2024-03-07,P00350,8,296.41,C01691,North,Join,Beauty,"Santiago, Harris and Lynch",Pamela Colon,34,Female,Zacharyfurt,2371.28,2024,3,36-45
O001348,2024-09-30,P00360,1,126.79,C01447,North,Education,Home,Holden LLC,Robert Nelson,44,Female,Lindabury,126.79,2024,9,46-55
O001349,2023-05-12,P00430,3,160.92,C01427,South,Population,Beauty,Jordan-Butler,Kayla Nolan,30,Other,West Sarahland,482.76,2023,5,36-45
O001350,2024-05-24,P00187,7,457.73,C01273,East,People,Electronics,Williams and Sons,Daniel Austin,56,Female,Troyfurt,3204.11,2024,5,66+
O001351,2024-06-28,P00291,3,148.94,C01211,West,Through,Toys,Clarke-Jones,James Kane,27,Female,Palmermouth,446.82,2024,6,36-45
O001352,2023-12-30,P00383,7,280.67,C01282,North,Attack,Clothing,"Love, Nunez and Hernandez",John Bond,40,Other,Baileyfurt,1964.69,2023,12,46-55
O001353,2024-02-22,P00078,1,478.13,C00256,North,Minute,Books,Navarro Inc,Daniel Williams,39,Male,Browningview,478.13,2024,2,46-55
O001354,2024-05-09,P00435,7,448.79,C01785,North,Range,Beauty,Williams and Sons,Lauren Larsen,26,Female,Sarahton,3141.53,2024,5,36-45
O001355,2024-11-11,P00124,6,208.17,C01480,South,Pick,Books,"Love, Nunez and Hernandez",Cynthia Lyons,46,Other,West Steven,1249.02,2024,11,56-65
O001356,2023-06-21,P00223,7,177.55,C00731,West,Capital,Books,Williams and Sons,John Strong,20,Other,Josephtown,1242.8500000000001,2023,6,26-35
O001357,2023-11-19,P00452,8,236.49,C01506,East,Local,Clothing,"Carpenter, Moore and Hurst",Tammy Bender,68,Female,Davidburgh,1891.92,2023,11,
O001358,2025-03-15,P00354,4,30.1,C00684,West,Ability,Beauty,"Murphy, Watkins and Miller",Mark Velazquez,51,Female,South Jeffrey,120.4,2025,3,56-65
O001359,2025-01-12,P00311,3,198.3,C00930,East,Foreign,Home,Marsh PLC,Mary Willis,61,Male,Samuelstad,594.9000000000001,2025,1,66+
O001360,2023-05-11,P00117,4,340.12,C00309,West,Successful,Books,"Sanchez, Fischer and Carter",Stacey Edwards,65,Other,West Matthewfurt,1360.48,2023,5,
O001361,2023-12-25,P00228,1,186.79,C01414,East,Parent,Home,Robbins-Roman,Joanna Allen,33,Female,Anthonyton,186.79,2023,12,36-45
O001362,2023-12-14,P00316,3,435.24,C00781,West,Really,Clothing,Morgan-Richardson,Justin Ramos,36,Male,Crystalchester,1305.72,2023,12,46-55
O001363,2023-11-17,P00125,1,34.78,C01697,South,Success,Books,"Phillips, Sweeney and Mullen",Karen Brown,24,Male,Troyfurt,34.78,2023,11,26-35
O001364,2023-09-23,P00404,4,334.34,C01766,East,Table,Home,Jordan-Butler,Stephanie Park,62,Male,South Michelle,1337.36,2023,9,66+
O001365,2024-10-01,P00005,9,188.4,C00523,South,Kitchen,Books,"Estrada, Armstrong and Robinson",Madison Nunez,26,Male,Crystaltown,1695.6000000000001,2024,10,36-45
O001366,2023-12-26,P00204,9,404.53,C01902,South,Team,Clothing,Brown-Perry,Brian Smith,63,Other,Stephanieland,3640.7699999999995,2023,12,66+
O001367,2023-10-25,P00179,4,83.86,C00309,South,Whom,Toys,Jenkins-Carr,Stacey Edwards,65,Other,West Matthewfurt,335.44,2023,10,
O001368,2024-07-16,P00422,9,61.95,C00546,West,Different,Clothing,"Klein, Robinson and Miller",Andrew Williams,39,Female,Tracyport,557.5500000000001,2024,7,46-55
O001369,2023-07-22,P00079,2,408.8,C00708,East,Their,Beauty,"Smith, Miller and Jones",Tim Baker,64,Female,South Kariport,817.6,2023,7,66+
O001370,2024-10-23,P00176,2,136.95,C00274,West,Recent,Beauty,"Murray, Watson and Reyes",Matthew Williams,54,Female,New Courtneyberg,273.9,2024,10,56-65
O001371,2025-03-24,P00461,5,165.56,C01007,West,Technology,Beauty,Scott-Johnson,Veronica Lewis,43,Female,Erinshire,827.8,2025,3,46-55
O001372,2023-10-03,P00359,7,410.9,C01936,West,Collection,Beauty,"Klein, Robinson and Miller",Matthew Summers,18,Male,New Alexandra,2876.2999999999997,2023,10,26-35
O001373,2024-09-17,P00171,9,444.26,C00902,South,Kind,Electronics,Winters Inc,Janet Williams,26,Male,South Michelle,3998.34,2024,9,36-45
O001374,2023-11-06,P00306,9,136.52,C01791,North,We,Home,Marsh PLC,Kara Grant,48,Female,East Karen,1228.68,2023,11,56-65
O001375,2024-04-20,P00029,3,170.6,C01739,East,Enough,Electronics,"Waters, Reynolds and Howard",Katie King,21,Other,Trevorton,511.79999999999995,2024,4,26-35
O001376,2025-03-16,P00085,5,42.94,C00809,North,Score,Beauty,"Anderson, Nguyen and Graves",Ashley Downs,21,Male,East William,214.7,2025,3,26-35
O001377,2024-03-26,P00225,7,161.72,C01734,North,Current,Books,Morgan PLC,Ryan Ware,59,Other,New Kathleen,1132.04,2024,3,66+
O001378,2025-02-07,P00364,8,139.4,C00958,South,Human,Books,Giles-Rubio,Terry Harmon,66,Female,South Rickychester,1115.2,2025,2,
O001379,2023-08-07,P00391,2,77.82,C01261,South,Whatever,Beauty,Navarro Inc,Michael Brown,18,Male,Philipberg,155.64,2023,8,26-35
O001380,2025-04-03,P00125,6,199.59,C00104,East,Success,Books,"Phillips, Sweeney and Mullen",James Benton,42,Male,Francisfurt,1197.54,2025,4,46-55
O001381,2023-05-14,P00463,6,130.04,C00598,North,Quite,Electronics,Wood-Johnson,April Bartlett,28,Male,Emilyport,780.24,2023,5,36-45
O001382,2024-06-08,P00241,5,290.43,C01852,North,Candidate,Toys,Hinton LLC,Edwin Garcia,27,Female,East Davidberg,1452.15,2024,6,36-45
O001383,2023-08-18,P00230,5,431.2,C01599,East,Include,Toys,"King, Gomez and Martinez",Derek Taylor,59,Female,Amandaville,2156.0,2023,8,66+
O001384,2023-09-18,P00441,4,206.88,C01757,East,Court,Clothing,"Murphy, Watkins and Miller",Janice Robinson,69,Male,Lindabury,827.52,2023,9,
